Instructor,Course,Term,Enroll,Evals_Made,Rcmnd_Class,Rcmnd_Instr,Study_Hrs_wk,Avg_Grade_Expected,Avg_Grade_Received
"Shacham, Hovav",CSE 105 - Intro/Theory of Computation (A),FA13,141,53,71.40%,89.80%,9.95,B- (2.94),C+ (2.31)
"Shonle, Macneil Charles",CSE 12 - Basic Data Struct & OO Design (C),SP15,141,63,90.50%,50.80%,5.33,B+ (3.68),B+ (3.62)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI11,141,72,95.80%,94.40%,10.53,B+ (3.32),B- (2.90)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI16,141,71,97.10%,98.50%,9.38,B (3.25),B- (2.92)
"Mirza, Diba",CSE 140 - Component&Desgn Tech/Digtl Sys (A),WI15,141,111,88.90%,98.10%,6.43,B (3.20),B (3.12)
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (A),WI18,141,131,93.10%,94.70%,7.13,B+ (3.50),B (3.14)
"Chu, Isaac Y",CSE 140L - Digital Systems Laboratory (B),SP17,141,73,84.10%,92.80%,5.72,B+ (3.48),B+ (3.49)
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (B),WI13,141,63,93.20%,86.40%,4.64,B+ (3.68),B (3.07)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (B),SP17,141,46,84.10%,95.50%,7.62,B+ (3.36),C+ (2.59)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (C),WI16,141,65,85.50%,91.90%,6.93,B+ (3.41),B (3.10)
"Sievenpiper, Daniel F.",ECE 100 - Linear Electronic Systems (A),FA13,141,128,95.30%,85.00%,10.29,B (3.13),C+ (2.49)
"Sievenpiper, Daniel F.",ECE 65 - Components & Circuits Lab (A),SP12,141,121,94.20%,77.70%,9.52,B- (2.95),C+ (2.40)
"Saintillan, David",MAE 105 - Intro To Mathematical Physics (A),FA15,141,65,74.20%,96.80%,7.72,B (3.22),B- (2.99)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),WI16,141,70,95.60%,95.60%,8.62,B (3.27),B (3.09)
"Murakami, Hidenori",MAE 130B - Mechanics II: Dynamics (A),SP15,141,56,70.90%,41.80%,8.46,B+ (3.31),B (3.15)
"Van Den Einde, Yael Dahlia",MAE 130B - Mechanics II: Dynamics (A),WI09,141,76,60.30%,78.70%,8.31,N/A,C+ (2.31)
"Cortes, Jorge",MAE 140 - Linear Circuits (A),WI17,141,61,95.00%,93.30%,7.26,B+ (3.47),B+ (3.38)
"Nguyen, Hau Cao",CSE 100 - Advanced Data Structures (B),FA17,142,114,92.10%,72.30%,10.87,B+ (3.56),B+ (3.45)
"Freund, Yoav",CSE 103 - Practical Intro/Prob & Stats (B),FA17,142,71,38.80%,30.30%,8.79,B (3.27),B+ (3.36)
"Nguyen, Hau Cao",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SP18,142,47,65.20%,28.30%,11.59,B (3.29),B (3.16)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),FA12,142,61,100.00%,98.30%,9.4,B (3.22),B- (2.89)
"Bournoutian, Garo",CSE 131 - Compiler Construction (A),SP15,142,116,63.50%,80.00%,16.71,B- (2.89),C+ (2.49)
"Cheng, Chung Kuan",CSE 140 - Component&Desgn Tech/Digtl Sys (B),SP18,142,47,72.70%,86.40%,7.06,B+ (3.64),B+ (3.37)
"Gayles, Eric S",CSE 140L - Digital Systems Laboratory (A),WI15,142,57,69.80%,67.90%,8.11,B+ (3.55),A- (3.70)
"Kube, Paul Richard",CSE 15L - Software Tools&Techniques Lab (A),SP12,142,45,88.90%,81.80%,4.19,B+ (3.45),B (3.26)
"Kahng, Andrew Byun",CSE 21 - Math/Algorithm&Systems Analys (A),WI19,142,51,95.80%,93.60%,7.38,B+ (3.43),B (3.08)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),SP10,142,69,85.30%,98.50%,6.12,B+ (3.36),B (3.22)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),SP17,142,59,89.10%,94.50%,6.15,B+ (3.62),C+ (2.59)
"Alvarado, Christine J.",CSE 8B - Intro/Computer Science: Java B (A),SP13,142,104,97.10%,98.10%,8.24,B+ (3.62),B- (2.84)
"Sievenpiper, Daniel F.",ECE 100 - Linear Electronic Systems (A),FA18,142,100,98.00%,96.00%,9.77,B (3.11),C+ (2.57)
"Mir Arabbaygi, Siavash",ECE 30 - Intro to Computer Engineering (A),SP18,142,102,82.70%,91.80%,8.42,B+ (3.31),B (3.15)
"Lal, Ratnesh",MAE 170 - Experimental Techniques (A),FA14,142,48,70.00%,67.50%,9.04,B+ (3.49),B (3.01)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab I (A),WI19,142,31,58.60%,65.50%,9.67,B+ (3.55),B+ (3.45)
"Nguyen, Hau Cao",CSE 100 - Advanced Data Structures (A),FA17,143,112,92.70%,64.20%,11.14,B+ (3.44),B+ (3.45)
"Dasgupta, Sanjoy",CSE 101 - Design & Analysis of Algorithm (A),FA11,143,70,91.40%,100.00%,7.76,B (3.00),B (3.02)
"Freund, Yoav",CSE 103 - Practical Intro/Prob & Stats (A),FA12,143,52,63.30%,44.90%,7.25,B+ (3.48),B+ (3.48)
"Menarini, Massimiliano",CSE 110 - Software Engineering (B),SP14,143,57,73.60%,52.80%,8.31,B+ (3.54),B+ (3.36)
"Porter, Leonard Emerson",CSE 141 - Intro/Computer Architecture (A),WI19,143,110,83.60%,93.60%,7.57,B (3.25),B (3.01)
"Swanson, Steven James",CSE 141 - Intro/Computer Architecture (A),SP14,143,37,71.40%,82.90%,6.84,B- (2.97),B (3.19)
"Eldon, John",CSE 141L - Project/Computer Architecture (B),SP17,143,51,67.30%,95.90%,9.01,B+ (3.38),B+ (3.30)
"Lovett, Shachar",CSE 20 - Intro/Discrete Mathematics (A),FA16,143,112,91.70%,91.70%,6.19,B+ (3.56),B+ (3.60)
"Lee, Cynthia Bailey",CSE 20 - Intro/Discrete Mathematics (C),WI13,143,74,93.10%,93.10%,4.89,B+ (3.59),B (3.09)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (B),FA15,143,72,92.30%,98.50%,7.53,B+ (3.60),B (3.21)
"Cao, Yingjun",CSE 8A - Intro/Computer Sci: Java (I) (C),FA15,143,122,96.70%,96.70%,5.82,B+ (3.65),B+ (3.30)
"Kreutz-Delgado, Kenneth",ECE 174 - Intro/Linear&Nonlinear Optimiz (A),FA15,143,47,67.40%,65.10%,9.17,B (3.03),B- (2.88)
"Lanckriet, Gert",ECE 30 - Intro to Computer Engineering (A),SP15,143,39,83.30%,86.10%,11.7,B+ (3.38),B (3.03)
"Marsden, Alison",MAE 107 - Computational Methods/Engineer (A),SP11,143,76,89.50%,100.00%,9.12,B+ (3.32),B- (2.82)
"Benson, David J",MAE 130C - Mechanics III: Vibrations (A),WI09,143,64,93.70%,98.40%,6,N/A,B (3.17)
"Burkhard, Walter A.",CSE 100 - Advanced Data Structures (A),WI11,144,57,77.20%,28.10%,8.64,B- (2.98),C+ (2.52)
"Freund, Yoav",CSE 103 - Practical Intro/Prob & Stats (A),FA18,144,59,45.50%,49.10%,6.84,B (3.26),B+ (3.42)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (A),WI15,144,86,91.60%,97.60%,9.99,B (3.20),B- (2.99)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI15,144,73,98.60%,100.00%,9.38,B+ (3.41),B- (2.99)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),FA11,144,71,59.20%,43.70%,5.92,B- (2.94),B- (2.75)
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A),WI17,144,44,93.00%,81.40%,8.3,B (3.13),B (3.19)
"Mirza, Diba",CSE 140 - Component&Desgn Tech/Digtl Sys (B),WI15,144,113,90.00%,99.10%,6.37,B+ (3.31),B (3.12)
"Chaudhuri, Kamalika",CSE 151 - Intro to A.I. Stats Approach (A),WI17,144,41,89.70%,89.70%,9.61,B (3.28),B+ (3.65)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),SP18,144,56,89.10%,96.20%,4.03,B+ (3.37),B (3.16)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),FA15,144,88,77.30%,72.70%,4.41,B (3.25),B (3.08)
"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),SP11,144,59,75.90%,46.60%,5.6,B- (2.90),B (3.21)
"Langlois, Marina",CSE 8A - Intro/Computer Sci: Java (I) (D),FA16,144,136,95.50%,96.30%,7.81,B+ (3.48),B+ (3.36)
"Radic, Stojan",ECE 35 - Introduction to Analog Design (A),FA12,144,60,87.30%,69.10%,9.69,B- (2.89),C+ (2.63)
"Hoger Conn, Anne",MAE 130B - Mechanics II: Dynamics (A),SP13,144,39,92.30%,89.70%,7.32,B+ (3.36),B- (2.83)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (B),FA10,144,91,91.00%,97.70%,7.23,B+ (3.31),B+ (3.30)
"Cortes, Jorge",MAE 143A - Signals and Systems (A),WI11,144,96,59.60%,64.90%,8.46,B (3.05),B- (2.73)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (B),FA16,145,75,91.70%,97.20%,7.88,B (3.13),B+ (3.39)
"Freund, Yoav",CSE 103 - Practical Intro/Prob & Stats (A),FA17,145,70,32.30%,31.30%,8.5,B (3.27),B+ (3.36)
"Zaitsev, Anna L",CSE 12 - Basic Data Struct & OO Design (B),FA18,145,123,85.40%,73.00%,10.48,B+ (3.35),B (3.02)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),WI17,145,48,90.50%,69.00%,6.26,B+ (3.30),B- (2.99)
"Cao, Yingjun",CSE 8A - Intro/Computer Sci: Java (I) (D),FA15,145,126,96.80%,100.00%,6.24,A- (3.75),B+ (3.30)
"Ord, Richard",CSE 8A - Intro/Computer Science: Java A (A),FA11,145,74,93.20%,98.60%,7.68,A- (3.76),A- (3.73)
"Zeger, Kenneth A.",ECE 109 - Engineering Probability&Stats (A),WI11,145,56,72.20%,68.50%,7.45,C+ (2.51),C (2.09)
"Nomura, Keiko K.",MAE 101A - Introductory Fluid Mechanics (A),WI19,145,57,98.10%,85.20%,7.24,B (3.11),B (3.18)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),SP19,145,65,83.30%,96.60%,7.29,B- (2.97),B (3.16)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA12,145,60,88.90%,94.40%,7.92,B+ (3.43),B- (2.90)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),FA17,145,40,89.20%,89.20%,9.69,B (3.25),B (3.03)
"Martinez, Sonia",MAE 140 - Linear Circuits (A),FA10,145,60,88.30%,76.70%,7.38,B+ (3.37),C+ (2.61)
"Cortes, Jorge",MAE 140 - Linear Circuits (B),FA11,145,65,89.10%,96.90%,7.81,B (3.27),C+ (2.61)
"Krstic, Miroslav",MAE 143B - Linear Control (A),SP09,145,72,75.00%,94.40%,5.61,B (3.24),C+ (2.57)
"Alvarado, Christine J.",CSE 100 - Advanced Data Structures (B),WI19,146,134,97.70%,99.20%,10.52,B+ (3.35),B (3.05)
"Kahng, Andrew Byun",CSE 101 - Design & Analysis of Algorithm (A),WI12,146,58,86.00%,78.90%,10.08,B (3.16),B- (2.93)
"Kesden, Gregory M",CSE 110 - Software Engineering (A),FA15,146,65,95.00%,63.30%,7.57,B+ (3.62),A- (3.80)
"Kesden, Gregory M",CSE 110 - Software Engineering (B),FA15,146,77,88.90%,54.20%,7.35,B+ (3.51),A- (3.80)
"Cheng, Chung Kuan",CSE 140 - Component&Desgn Tech/Digtl Sys (A),FA10,146,65,79.70%,76.60%,6.56,B+ (3.45),B+ (3.56)
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (A),SP13,146,113,85.80%,92.00%,7.55,B- (2.97),C (2.11)
"Cheng, Chung Kuan",CSE 140L - Digital Systems Laboratory (A),FA10,146,61,66.10%,74.60%,12.27,B+ (3.63),A- (3.85)
"Taylor, Michael",CSE 141 - Intro/Computer Architecture (A),SP15,146,47,57.40%,57.40%,8.68,B- (2.78),B (3.00)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (B),FA18,146,95,72.40%,64.00%,5.24,B (3.29),B (3.18)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (B),WI16,146,88,76.50%,81.20%,3.27,B+ (3.47),B- (2.97)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (A),SP19,146,57,86.80%,90.60%,7.14,B+ (3.43),B (3.17)
"Porter, Leonard Emerson",CSE 8A - Intro/Computer Sci: Java (I) (A),SP19,146,90,88.40%,96.50%,7.69,B (3.14),B- (2.93)
"Porter, Leonard Emerson",CSE 8A - Intro/Computer Sci: Java (I) (B),SP19,146,104,87.10%,97.00%,6.58,B (3.29),B- (2.93)
"Touri, Behrouz",ECE 101 - Linear Systems Fundamentals (A),SP18,146,65,80.30%,86.90%,7.7,B (3.18),B- (2.97)
"Xiang, Jie",ECE 35 - Introduction to Analog Design (A),SP13,146,57,91.20%,78.90%,8.5,B- (2.92),C+ (2.63)
"Schurgers, Curt",ECE 35 - Introduction to Analog Design (B),FA18,146,110,89.90%,94.40%,10.59,B- (2.86),C+ (2.57)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),FA07,146,85,78.00%,95.10%,5.72,B (3.30),B- (2.71)
"Martinez, Sonia",MAE 143A - Signals and Systems (A),WI10,146,89,92.10%,86.40%,5.8,B+ (3.52),B- (2.81)
"Garay, Javier",MAE 170 - Experimental Techniques (A),FA16,146,73,76.60%,70.30%,9.52,B+ (3.43),B (3.07)
"Bandaru, Prabhakar",MAE 170 - Experimental Techniques (B),FA14,146,62,77.20%,73.70%,10.19,B+ (3.64),B- (2.90)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA13,146,60,93.00%,93.00%,12.61,B+ (3.64),B+ (3.31)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA07,146,77,87.00%,90.90%,12.92,B+ (3.52),B+ (3.38)
"Papadopoulos, Philip Micha",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SP15,147,48,95.30%,86.00%,11.06,B+ (3.44),B- (2.92)
"Porter, George M",CSE 124 - Networked Services (A),FA17,147,55,98.10%,98.10%,8.65,B+ (3.46),B (3.14)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (B),SP14,147,74,84.70%,80.60%,3.26,B+ (3.47),B+ (3.31)
"Micciancio, Daniele",CSE 20 - Intro/Discrete Mathematics (A),FA11,147,62,78.70%,49.20%,6.66,B (3.08),C+ (2.48)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA11,147,80,83.50%,75.90%,3.08,B+ (3.64),B+ (3.64)
"Cao, Yingjun",CSE 8A - Intro/Computer Sci: Java (I) (A),SP18,147,124,94.40%,93.50%,8.3,B+ (3.34),B (3.10)
"Ng, Tse Nga",ECE 103 - Fundamntls/Devices & Materials (A),FA16,147,61,80.00%,80.00%,7.9,B (3.19),B- (2.85)
"Mookherjea, Shayan",ECE 108 - Digital Circuits (A),SP13,147,71,68.60%,42.90%,10.01,B (3.06),C+ (2.58)
"Mir Arabbaygi, Siavash",ECE 30 - Intro to Computer Engineering (A),SP16,147,79,80.30%,82.90%,8.07,B (3.19),B (3.05)
"Zhu, Qiang",MAE 102 - Fluid Mechanics/Structural Eng (A),WI10,147,64,85.90%,90.60%,5.66,N/A,B (3.00)
"Bewley, Thomas R",MAE 107 - Computational Methods/Engineer (A),FA09,147,107,51.90%,57.00%,9.77,B- (2.91),B (3.11)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),WI08,147,79,89.50%,97.40%,5.8,B+ (3.56),B+ (3.31)
"Lal, Ratnesh",MAE 170 - Experimental Techniques (B),FA15,147,59,52.90%,54.90%,10.46,B (3.29),B (3.25)
"Bandeira, Nuno Filipe Cabrita",CSE 100 - Advanced Data Structures (A),FA15,148,69,92.20%,84.40%,10.06,B (3.11),B (3.14)
"Bandeira, Nuno Filipe Cabrita",CSE 100 - Advanced Data Structures (B),FA15,148,54,94.10%,92.20%,9.6,B+ (3.31),B (3.14)
"Impagliazzo, Russell",CSE 101 - Design & Analysis of Algorithm (A),SP14,148,40,87.50%,57.50%,7.34,B (3.23),B+ (3.54)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (A),FA16,148,54,88.20%,86.30%,7.64,B (3.14),B+ (3.39)
"Kane, Daniel Mertz",CSE 101 - Design & Analysis of Algorithm (A),FA18,148,67,93.80%,95.20%,12.31,B (3.11),B (3.16)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),FA18,148,43,89.50%,81.60%,6.34,B (3.19),B- (2.77)
"Kim, Choon",CSE 140L - Digital Systems Laboratory (A),FA11,148,53,90.60%,90.60%,7.25,A- (3.94),B+ (3.64)
"Chu, Isaac Y",CSE 140L - Digital Systems Laboratory (B),WI18,148,59,64.20%,81.10%,3.93,B+ (3.62),B+ (3.53)
"Langlois, Marina",CSE 150 - Int Artif Intell:Search&Reason (A),WI16,148,63,93.40%,70.50%,8.84,B (3.24),B- (2.90)
"Altintas De Callaf, Ilkay",CSE 7 - Intro Programming MATLAB (A),SP13,148,57,78.90%,68.40%,5.44,B (3.25),B (3.02)
"Trivedi, Mohan M.",ECE 172A - Introductn/Intelligent Systems (A),WI16,148,48,85.10%,80.90%,7.73,B+ (3.54),B (3.02)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA08,148,115,98.20%,96.50%,6.85,N/A,B- (2.71)
"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (A),WI17,149,72,97.00%,95.50%,11.91,B+ (3.56),B- (2.97)
"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (C),WI17,149,77,95.80%,94.40%,10.64,B+ (3.56),B- (2.97)
"Chaudhuri, Kamalika",CSE 151 - Intro to A.I. Stats Approach (A),SP13,149,43,79.10%,76.70%,8.31,B (3.21),B (3.12)
"Ochoa, Benjamin Lawrence",CSE 152 - Intro to Computer Vision (A),SP18,149,41,89.70%,89.50%,11.27,B+ (3.35),B (3.04)
"Elkan, Charles Peter",CSE 15L - Software Tools&Techniques Lab (A),FA11,149,64,53.10%,64.10%,3.41,B+ (3.63),B (3.10)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),SP18,149,56,74.50%,84.00%,6.16,B (3.25),B (3.20)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI17,149,65,85.50%,67.70%,3.66,B+ (3.65),B (3.30)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP16,149,51,93.80%,75.00%,3.33,B+ (3.66),B (3.21)
"Lee, Cynthia Bailey",CSE 8A - Intro/Computer Science: Java A (C),FA12,149,122,97.50%,94.10%,6.23,B+ (3.68),B+ (3.34)
"Unpingco, Jose H.",ECE 180 - Topics in ECE (F),WI18,149,71,87.10%,88.60%,5.8,A- (3.86),B+ (3.45)
"Lanckriet, Gert",ECE 30 - Intro to Computer Engineering (B),SP15,149,37,83.30%,97.20%,10.73,B (3.26),B (3.03)
"Cai, Shengqiang",MAE 130A - Mechanics I: Statics (A),WI14,149,71,100.00%,85.30%,4.75,A- (3.75),B+ (3.54)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (A),WI13,149,58,77.20%,59.60%,7.52,B (3.13),B (3.16)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab (A),WI11,149,49,73.50%,79.60%,9.07,B+ (3.40),B+ (3.45)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA12,149,61,87.50%,96.40%,14.11,B+ (3.53),B+ (3.34)
"Goddard, Joe D",MAE 8 - MATLAB Program for Engr Analys (A),WI14,149,73,77.50%,9.90%,6.73,B+ (3.39),B (3.25)
"Burkhard, Walter A.",CSE 100 - Advanced Data Structures (B),WI12,150,65,83.10%,43.10%,6.28,B (3.13),B- (2.83)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (B),SP19,150,34,74.20%,87.10%,8.89,B- (2.84),B- (2.77)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (C),SP19,150,54,84.30%,82.40%,9.46,B- (2.82),B- (2.77)
"Shacham, Hovav",CSE 105 - Intro/Theory of Computation (B),FA12,150,53,67.30%,75.00%,8.69,B- (2.90),C+ (2.66)
"Zaitsev, Anna L",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),WI19,150,121,90.10%,84.30%,11.1,B+ (3.45),B+ (3.36)
"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),WI12,150,63,93.50%,85.50%,9.74,B+ (3.57),B (3.00)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),WI16,150,59,64.80%,87.00%,7.99,B+ (3.43),B+ (3.41)
"Cheng, Chung Kuan",CSE 20 - Intro/Discrete Mathematics (A),SP12,150,49,71.40%,61.20%,6.66,B (3.00),B (3.16)
"Simon, Elizabeth A",CSE 3 - Fluency/Information Technology (A),WI11,150,88,69.80%,90.70%,5.15,B+ (3.64),B+ (3.39)
"Gillespie, Gary N",CSE 3 - Fluency/Information Technology (B),WI08,150,31,80.00%,86.20%,3.37,B+ (3.52),B- (2.87)
"Mirza, Diba",CSE 30 - Computer Organiz&Systms Progrm (A),FA15,150,110,96.20%,94.30%,10.16,B+ (3.37),B- (2.99)
"Hall, Drew A.",ECE 102 - Intro/Active Circuit Design (A),WI15,150,65,93.50%,96.80%,11.29,B (3.17),C+ (2.58)
"Coimbra, Carlos F.",MAE 101C - Heat Transfer (A),FA15,150,56,82.70%,75.00%,7.38,B (3.08),C+ (2.56)
"Bahadori, Mohammad Yousef",MAE 110A - Thermodynamics (A),FA12,150,70,89.90%,89.90%,7.66,B+ (3.35),C+ (2.47)
"Impagliazzo, Russell",CSE 101 - Design & Analysis of Algorithm (A),SP19,151,59,85.70%,66.10%,8.43,B (3.06),B- (2.95)
"Minnes Kemp, Mor Mia",CSE 105 - Theory of Computation (B),WI18,151,124,91.70%,97.50%,8.43,B+ (3.34),B (3.12)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),WI14,151,66,96.80%,96.80%,13.6,B+ (3.69),B+ (3.34)
"Papadopoulos, Philip Micha",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),WI15,151,101,94.90%,78.60%,10.56,B+ (3.52),B (3.13)
"Powell, Thomas Allan",CSE 112 - Advanced Software Engineering (A),SP19,151,35,96.90%,96.90%,7.83,B+ (3.61),B+ (3.59)
"Ochoa, Benjamin Lawrence",CSE 15L - Software Tools&Techniques Lab (C),SP19,151,72,84.30%,98.60%,3.89,B+ (3.65),B (3.27)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA14,151,76,81.90%,87.50%,9.28,B (3.17),B (3.07)
"Kahng, Andrew Byun",CSE 21 - Math/Algorithm&Systems Analys (A),WI17,151,54,94.10%,92.20%,7.06,B+ (3.50),B (3.20)
"Ord, Richard",CSE 21 - Math/Algorithm&Systems Analys (A),FA10,151,85,91.70%,98.80%,4.69,A- (3.76),B+ (3.65)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (A),WI15,151,60,69.00%,39.70%,8.18,B- (2.98),B (3.03)
"de Oliveira, Mauricio",MAE 143B - Linear Control (A),SP15,151,53,71.20%,61.50%,7.81,B- (2.92),B (3.11)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (B),SP19,151,120,81.50%,93.30%,13.68,B+ (3.42),B+ (3.36)
"Morimoto, Tania",MAE 3 - Intro/Engineering Graphcs&Desn (B),SP19,151,120,81.50%,91.50%,13.68,B+ (3.42),B+ (3.36)
"Tsiatas, Alexander S",CSE 105 - Intro/Theory of Computation (A),SP12,152,110,80.00%,96.30%,6.76,B- (2.97),B- (2.95)
"Papadopoulos, Philip Micha",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (C),FA13,152,98,94.70%,74.70%,9.84,B+ (3.40),B- (2.76)
"Savage, Stefan Roberts",CSE 127 - Intro to Computer Security (A),FA15,152,54,96.20%,94.30%,5.78,B (3.06),B- (2.82)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (B),WI18,152,127,71.40%,59.70%,3.78,B+ (3.45),B (3.27)
"Alvarado, Christine J.",CSE 8A - Intro/Computer Science: Java A (B),FA12,152,119,94.00%,99.10%,6.12,A- (3.74),B (3.26)
"Lin, Bill",ECE 25 - Introduction to Digital Design (A),FA12,152,60,94.30%,96.20%,7.13,B+ (3.44),C+ (2.65)
"Pozrikidis, Constantine",MAE 107 - Computational Methods/Engineer (A),FA08,152,52,48.00%,36.00%,9.12,B (3.17),B (3.09)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (A),WI10,152,89,86.50%,80.90%,6.52,N/A,C+ (2.39)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA09,152,117,98.30%,99.10%,14.5,A- (3.70),B+ (3.48)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),WI13,153,71,90.00%,94.30%,13.49,B+ (3.51),B+ (3.39)
"Allos, Haytham Issa",CSE 12 - Basic Data Struct & OO Design (A),FA18,153,128,88.20%,87.40%,11.07,B+ (3.47),B (3.06)
"Bournoutian, Garo",CSE 131 - Compiler Construction (A),WI15,153,133,69.50%,88.50%,16.25,B- (2.75),C (2.27)
"Papakonstantinou, Yannis",CSE 135 - Online Database Analytics Appl (A),SP17,153,35,66.70%,33.30%,11.63,B (3.00),B (3.10)
"Papakonstantinou, Yannis",CSE 135 - Server-side Web Applications (A),SP11,153,82,67.90%,45.00%,11.04,B+ (3.65),B- (2.83)
"Swanson, Steven James",CSE 141 - Intro/Computer Architecture (B),WI15,153,51,83.30%,79.20%,6.71,B (3.04),B (3.13)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),SP15,153,58,94.60%,87.50%,5.59,B+ (3.61),B (3.16)
"Cortes, Jorge",MAE 140 - Linear Circuits (A),WI09,153,72,83.80%,97.00%,5.63,B+ (3.41),C+ (2.66)
"Bitmead, Robert R.",MAE 143A - Signals and Systems (A),WI14,153,76,57.90%,36.80%,8.58,B- (2.88),B (3.17)
"Kahng, Andrew Byun",CSE 101 - Design & Analysis of Algorithm (C),WI13,154,56,79.60%,83.30%,9.77,B (3.16),B- (2.87)
"Zaitsev, Anna L",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),WI19,154,139,90.60%,94.20%,10.73,B+ (3.55),B+ (3.36)
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (B),FA15,154,141,85.60%,77.70%,8.43,B (3.15),B (3.12)
"Eldon, John",CSE 140L - Digital Systems Laboratory (A),FA18,154,61,74.10%,71.90%,7.35,A- (3.80),A- (3.78)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),SP19,154,84,86.50%,85.10%,4.45,B+ (3.44),B (3.11)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),FA17,154,92,88.80%,97.70%,7.66,B (3.29),B (3.03)
"Graham, Ronald L",CSE 21 - Math/Algorithm&Systems Analys (A),FA11,154,77,87.00%,92.20%,5.28,B+ (3.42),B+ (3.34)
